id,did,vid,address,care,driver,number,phone,status,time,urgent
2f1bd96e-aa19-4973-9f54-5fc4a63d10fc,driver_012,vehicle_12,武汉市武昌区,1,孙勇,21,13426882089,2,2020-01-09 09:59:00,0
bf397c7e-cb03-4f69-9e49-238495965061,driver_019,vehicle_19,深圳市南山区,1,马磊,35,13049729656,2,2020-01-09 02:41:00,1
740a67c1-dbd2-4de3-ad2d-17fdad12f4e5,driver_007,vehicle_7,成都市高新区,2,赵强,69,13571574657,2,2020-01-10 18:36:00,0
b8059e05-2b5a-40e9-901e-880d1011ebec,driver_003,vehicle_3,长沙市岳麓区,1,王五,48,13801868241,2,2020-01-10 21:31:00,0
2958c219-30d8-49b8-8faf-85843b4a3e3a,driver_006,vehicle_6,上海市浦东新区,2,杨飞,81,13982030576,2,2020-01-10 07:49:00,1
8962c089-267a-4238-8098-b426538f13d4,driver_008,vehicle_8,南京市建邺区,3,黄磊,9,13312047525,2,2020-01-11 19:00:00,1
8dc0e6f6-aaa5-4bc8-a95e-0b1e1942d5f9,driver_008,vehicle_8,武汉市武昌区,1,黄磊,25,13312047525,2,2020-01-11 19:36:00,0
1574a864-4a9a-42a5-be77-6ab84efe8fb3,driver_007,vehicle_7,西安市雁塔区,1,赵强,69,13571574657,2,2020-01-11 07:54:00,0
144d7917-babc-4afe-b429-7800cf09caa8,driver_012,vehicle_12,长沙市岳麓区,1,孙勇,5,13426882089,2,2020-01-12 10:19:00,0
91b5c111-8c3a-456a-bad5-763649d58d7a,driver_001,vehicle_1,西安市雁塔区,1,张三,69,13913364664,2,2020-01-12 04:20:00,0
c571139a-cfa1-4c18-a0a6-733c67ddef44,driver_008,vehicle_8,重庆市渝北区,2,黄磊,72,13312047525,2,2020-01-12 12:14:00,0
bf3ed498-cf42-40cc-9f3b-e35a0c2c9c74,driver_014,vehicle_14,广州市天河区,3,朱鹏,33,13300565159,2,2020-01-13 22:39:00,1
9385766b-9c4c-46ef-ac0d-c12a928958f4,driver_015,vehicle_15,大连市中山区,2,高浩,90,13497744193,2,2020-01-13 15:42:00,1
d198bb97-ff70-4965-a137-0f60b06f7095,driver_018,vehicle_18,深圳市南山区,1,郭飞,68,13386489006,2,2020-01-13 14:40:00,1
f4b0b2cf-e350-4ef3-9d74-6e6bf381cc0d,driver_005,vehicle_5,南京市建邺区,3,陈杰,70,13756400785,2,2020-01-14 09:18:00,1
2650368a-7396-430b-a372-ec06cddb0e02,driver_018,vehicle_18,杭州市滨江区,1,郭飞,4,13386489006,2,2020-01-14 17:50:00,1
560838a0-a566-40fa-9e94-b68181d18a87,driver_008,vehicle_8,大连市中山区,1,黄磊,80,13312047525,2,2020-01-14 06:08:00,0
5dcd8b2d-9716-484e-9220-7bd9b7b56a2b,driver_004,vehicle_4,郑州市金水区,3,刘六,73,13580754881,2,2020-01-15 09:38:00,0
45e21066-39e2-4a5d-ab8f-8c07f0dfb2c9,driver_008,vehicle_8,南京市建邺区,3,黄磊,61,13312047525,2,2020-01-15 00:53:00,1
cf50c7de-4b08-4c3d-8fe3-450cce48b757,driver_007,vehicle_7,合肥市蜀山区,3,赵强,34,13571574657,2,2020-01-15 02:25:00,0
dca1b1d2-7edf-4120-ab55-e63cfcf05f06,driver_013,vehicle_13,合肥市蜀山区,2,胡涛,99,13139471381,2,2020-01-16 06:57:00,0
9771bdc1-8ee0-4784-98a8-49e0c19260c1,driver_010,vehicle_10,无锡市梁溪区,2,吴建,34,13180510004,2,2020-01-16 05:22:00,0
e4961f01-1758-4ee9-8322-ba68985621c8,driver_011,vehicle_11,苏州市工业园区,3,徐辉,19,13469043711,2,2020-01-16 20:07:00,1
50dd46cb-3464-4ef7-ad2e-7519790712d4,driver_012,vehicle_12,广州市天河区,3,孙勇,59,13426882089,2,2020-01-17 01:46:00,1
b8400474-04c2-4b8d-9d5e-5075d953de29,driver_008,vehicle_8,上海市浦东新区,2,黄磊,17,13312047525,2,2020-01-17 22:21:00,1
b67f062c-ddd5-4dc7-8e83-1ce7b855c936,driver_007,vehicle_7,武汉市武昌区,1,赵强,23,13571574657,2,2020-01-17 00:53:00,0
658ef063-fa01-473a-8697-d750b7ee27e7,driver_014,vehicle_14,南京市建邺区,3,朱鹏,55,13300565159,2,2020-01-18 07:11:00,1
6f2e5c89-74b4-4e8d-b03e-08317935819f,driver_013,vehicle_13,南京市建邺区,3,胡涛,46,13139471381,2,2020-01-18 23:03:00,1
aba29679-eb19-412b-b93d-938008215e08,driver_007,vehicle_7,杭州市滨江区,1,赵强,35,13571574657,2,2020-01-18 04:46:00,1
9165ff6c-5d91-46a7-a5dd-b9db475a62dd,driver_014,vehicle_14,天津市河西区,2,朱鹏,77,13300565159,2,2020-01-19 14:57:00,0
9015ae47-1991-43d6-88f3-fe59672c4441,driver_008,vehicle_8,西安市雁塔区,1,黄磊,8,13312047525,2,2020-01-19 16:49:00,0
a91a8c7f-1e1a-44df-8f0b-5f658656c6fa,driver_007,vehicle_7,杭州市滨江区,1,赵强,82,13571574657,2,2020-01-19 01:22:00,1
e99e35af-2b4a-44ba-8104-264bb9bee766,driver_010,vehicle_10,青岛市市南区,3,吴建,73,13180510004,2,2020-01-20 15:30:00,0
b7be2367-a4b6-4a8f-8965-4d1474ca34f1,driver_014,vehicle_14,南京市建邺区,3,朱鹏,32,13300565159,2,2020-01-20 08:43:00,1
7cfdce70-1c66-4455-ac42-e5d5a6aa043d,driver_006,vehicle_6,重庆市渝北区,2,杨飞,8,13982030576,2,2020-01-20 07:48:00,0
d9d044bf-2e5a-47a5-bf76-0dfff18d33ab,driver_012,vehicle_12,长沙市岳麓区,1,孙勇,2,13426882089,2,2020-01-21 21:42:00,0
7d332579-989b-4f56-8483-695f2803540b,driver_016,vehicle_16,大连市中山区,3,林宇,6,13543241375,2,2020-01-21 15:48:00,1
584be261-8dcc-4191-9ec2-2bfd56aefd87,driver_016,vehicle_16,武汉市武昌区,1,林宇,47,13543241375,2,2020-01-21 09:04:00,0
cbb490af-7c8f-45c2-aa25-83de6d8e13dd,driver_006,vehicle_6,武汉市武昌区,1,杨飞,11,13982030576,2,2020-01-22 11:42:00,0
62cb963e-051f-4c2e-9488-e34c2ed7bec4,driver_005,vehicle_5,郑州市金水区,3,陈杰,87,13756400785,2,2020-01-22 06:30:00,0
f098c691-0384-48ee-9ee9-df0e0febba0f,driver_011,vehicle_11,西安市雁塔区,1,徐辉,62,13469043711,2,2020-01-22 00:20:00,0
e0441fa2-1fb4-477a-9344-9ae74b673b85,driver_012,vehicle_12,合肥市蜀山区,2,孙勇,81,13426882089,2,2020-01-23 04:02:00,1
e2eee469-e7a7-40e3-8434-2950b8fff244,driver_013,vehicle_13,天津市河西区,2,胡涛,38,13139471381,2,2020-01-23 19:56:00,0
21e34596-9caa-406d-81db-c3c8998c3649,driver_001,vehicle_1,天津市河西区,2,张三,66,13913364664,2,2020-01-23 02:37:00,0
0ec83e81-c61e-428b-b0cf-11f54f87a194,driver_004,vehicle_4,宁波市鄞州区,3,刘六,41,13580754881,2,2020-01-24 03:11:00,0
b6a6fb5e-c4e6-4ace-80d4-5de503915b98,driver_005,vehicle_5,武汉市武昌区,1,陈杰,30,13756400785,2,2020-01-24 02:50:00,0
12651c2a-95b3-4b07-b1d3-d65f42cc8797,driver_003,vehicle_3,长沙市岳麓区,1,王五,2,13801868241,2,2020-01-24 15:30:00,0
ec6907de-a3d3-4cef-b4c6-d52a95c8327b,driver_016,vehicle_16,佛山市南海区,3,林宇,6,13543241375,2,2020-01-25 14:22:00,0
c065d661-6e49-4dfd-b7d3-e0f142767cf2,driver_015,vehicle_15,青岛市市南区,3,高浩,73,13497744193,2,2020-01-25 22:34:00,0
aa746035-6bc0-4056-a60d-f3f312ebfc91,driver_006,vehicle_6,重庆市渝北区,2,杨飞,63,13982030576,2,2020-01-25 11:08:00,0
0bf2abd6-e5af-4538-ae97-96a2f96604d5,driver_016,vehicle_16,重庆市渝北区,2,林宇,74,13543241375,2,2020-01-26 19:21:00,0
8c4a234b-aae6-402d-831d-2a8a4a837403,driver_004,vehicle_4,西安市雁塔区,1,刘六,36,13580754881,2,2020-01-26 10:25:00,0
0f5a86fa-e42a-43b6-bfaa-56e41d1c5a6e,driver_016,vehicle_16,宁波市鄞州区,3,林宇,78,13543241375,2,2020-01-26 06:27:00,0
46349af0-357b-4679-bd45-679d993e8a4b,driver_015,vehicle_15,南京市建邺区,3,高浩,89,13497744193,2,2020-01-27 13:56:00,1
1f574843-aea5-497a-a272-45f3e7066d35,driver_014,vehicle_14,武汉市武昌区,1,朱鹏,11,13300565159,2,2020-01-27 17:14:00,0
324c2823-4157-4d01-832a-8d884bc20027,driver_009,vehicle_9,上海市浦东新区,3,周东,81,13574208209,2,2020-01-27 13:53:00,1
4b10d994-f14f-4305-b075-1f09cfadd877,driver_015,vehicle_15,郑州市金水区,3,高浩,35,13497744193,2,2020-01-28 20:59:00,0
3580f739-22d4-4ba7-92e9-edce5c372cef,driver_017,vehicle_17,杭州市滨江区,1,何杰,56,13965814370,2,2020-01-28 09:14:00,1
4f54ba36-d798-4be0-b778-388f00cb3718,driver_004,vehicle_4,宁波市鄞州区,3,刘六,85,13580754881,2,2020-01-28 07:31:00,0
2571e3df-55ff-46c7-b96a-447283768563,driver_009,vehicle_9,郑州市金水区,3,周东,64,13574208209,2,2020-01-29 14:07:00,0
0057fd0a-a1e7-4f1d-841b-989a504b2dda,driver_001,vehicle_1,北京市朝阳区,2,张三,79,13913364664,2,2020-01-29 12:47:00,1
c5dbe404-7fd5-46f8-8aef-e07c96629538,driver_003,vehicle_3,天津市河西区,2,王五,72,13801868241,2,2020-01-29 04:52:00,0
1c6fb10a-daaf-4207-b403-110a5ca6641e,driver_013,vehicle_13,广州市天河区,3,胡涛,37,13139471381,2,2020-01-30 13:18:00,1
4da903ae-d3aa-43c4-9324-10ba98414bf4,driver_017,vehicle_17,成都市高新区,2,何杰,45,13965814370,2,2020-01-30 09:59:00,0
50d13734-eab6-4e7d-8e18-dbd1a7343392,driver_015,vehicle_15,青岛市市南区,3,高浩,96,13497744193,2,2020-01-30 14:34:00,0
659096e0-6938-43ad-b860-348b59322f44,driver_015,vehicle_15,重庆市渝北区,2,高浩,5,13497744193,2,2020-01-31 21:14:00,0
1dba0d35-481c-4454-b426-2a5d380b384d,driver_010,vehicle_10,宁波市鄞州区,3,吴建,57,13180510004,2,2020-01-31 04:22:00,0
2dfdb0e9-8a35-4ffc-982c-a65b1fa8ad13,driver_014,vehicle_14,郑州市金水区,3,朱鹏,48,13300565159,2,2020-01-31 16:21:00,0
874bff8e-8e97-4129-9fb9-f2a3a91000a7,driver_010,vehicle_10,长沙市岳麓区,1,吴建,20,13180510004,2,2020-02-01 05:56:00,0
17f357f0-4c1a-42d5-b406-abba3df1a522,driver_004,vehicle_4,武汉市武昌区,1,刘六,40,13580754881,2,2020-02-01 06:29:00,0
464c199d-c6f7-4fdc-8b56-9887ce153098,driver_003,vehicle_3,成都市高新区,2,王五,84,13801868241,2,2020-02-01 09:33:00,0
c85aba81-8ce5-4e40-b8ab-a0757333ea9a,driver_016,vehicle_16,苏州市工业园区,3,林宇,33,13543241375,2,2020-02-02 19:57:00,1
3df301c9-b3e8-47b5-a6a0-e2d17b1766c1,driver_015,vehicle_15,杭州市滨江区,1,高浩,32,13497744193,2,2020-02-02 16:18:00,1
9d5f2f37-6988-4f4e-b097-0151ac062a6a,driver_012,vehicle_12,武汉市武昌区,1,孙勇,77,13426882089,2,2020-02-02 00:41:00,0
a570b14f-b3f4-4b41-9818-13df7371a19f,driver_017,vehicle_17,武汉市武昌区,1,何杰,23,13965814370,2,2020-02-03 06:33:00,0
f594a265-e73c-459a-b2b6-62c008f64629,driver_013,vehicle_13,苏州市工业园区,3,胡涛,40,13139471381,2,2020-02-03 18:16:00,1
e9d2473a-f021-4b03-b595-ae48a941b661,driver_012,vehicle_12,大连市中山区,2,孙勇,63,13426882089,2,2020-02-03 13:37:00,1
fa151c84-3bfe-4c05-b92c-307361960858,driver_011,vehicle_11,郑州市金水区,3,徐辉,10,13469043711,2,2020-02-04 22:15:00,0
f6fb29cd-fbdc-4379-9b15-16a48a758970,driver_018,vehicle_18,杭州市滨江区,1,郭飞,51,13386489006,2,2020-02-04 17:39:00,1
9ab104f3-dffd-476b-8e64-17678f8290a0,driver_014,vehicle_14,杭州市滨江区,1,朱鹏,21,13300565159,2,2020-02-04 10:36:00,1
b84d6273-86f6-4dbb-85ad-d403c2323578,driver_012,vehicle_12,宁波市鄞州区,3,孙勇,99,13426882089,2,2020-02-05 10:36:00,0
5b528e8e-9fa3-4bce-9e64-04397a7c43a8,driver_006,vehicle_6,郑州市金水区,3,杨飞,67,13982030576,2,2020-02-05 09:42:00,0
dd2a3a4a-42dd-44b7-b973-3b6523048dfb,driver_003,vehicle_3,苏州市工业园区,3,王五,52,13801868241,2,2020-02-05 06:10:00,1
2fff3320-51a0-45a0-b308-f0337cc10939,driver_007,vehicle_7,成都市高新区,2,赵强,61,13571574657,2,2020-02-06 20:57:00,0
837cb827-8ba6-4773-bd5d-e22ab0c68c7a,driver_002,vehicle_2,郑州市金水区,3,李四,95,13235766393,2,2020-02-06 15:22:00,0
dddda07a-6ec3-4452-b304-a55fd332e433,driver_003,vehicle_3,重庆市渝北区,2,王五,31,13801868241,2,2020-02-06 19:55:00,0
7ce0bf4f-4633-4f1c-a40f-e3574d6159fb,driver_012,vehicle_12,广州市天河区,3,孙勇,44,13426882089,2,2020-02-07 08:20:00,1
19a4dfda-c7c6-4a0b-b093-14dac27daff9,driver_002,vehicle_2,杭州市滨江区,1,李四,85,13235766393,2,2020-02-07 06:52:00,1
0af3a7da-99cd-4afa-a27c-c8bfb40fcebc,driver_015,vehicle_15,无锡市梁溪区,1,高浩,68,13497744193,2,2020-02-07 19:27:00,1
b3c84997-5543-495f-b96d-e35bf240ff87,driver_009,vehicle_9,无锡市梁溪区,1,周东,62,13574208209,2,2020-02-08 13:18:00,0
98b3a69a-2e11-49a0-9dbf-0314773d0541,driver_001,vehicle_1,北京市朝阳区,2,张三,95,13913364664,2,2020-02-08 08:27:00,1
d81a0789-dc8f-4559-b978-efc6d51a0fbd,driver_011,vehicle_11,广州市天河区,3,徐辉,40,13469043711,2,2020-02-08 00:13:00,1
5f89807a-3b55-437b-9619-5e5630cbae24,driver_013,vehicle_13,西安市雁塔区,1,胡涛,3,13139471381,2,2020-02-09 15:40:00,0
6d433117-301a-4e8d-b374-f0948b1e6367,driver_012,vehicle_12,郑州市金水区,3,孙勇,30,13426882089,2,2020-02-09 18:00:00,0
c8a7394a-3731-474e-9d14-29721145f2b1,driver_013,vehicle_13,广州市天河区,3,胡涛,21,13139471381,2,2020-02-09 07:10:00,1
9d81c9e5-8783-4ad5-9d05-667fcba05df8,driver_004,vehicle_4,杭州市滨江区,1,刘六,75,13580754881,2,2020-02-10 22:16:00,1
43edca51-9675-4d70-a544-b9d9b0484fb5,driver_002,vehicle_2,宁波市鄞州区,3,李四,69,13235766393,2,2020-02-10 18:11:00,0
3ae6b8d3-2297-46f3-bfd8-a7b6aef973a3,driver_005,vehicle_5,武汉市武昌区,1,陈杰,76,13756400785,2,2020-02-10 17:18:00,0
8d017314-d6bb-4198-af3d-61a4e4549a42,driver_009,vehicle_9,天津市河西区,2,周东,56,13574208209,2,2020-02-11 09:35:00,0
ad55b0f9-6c7d-4109-a9a8-7203aadc3c19,driver_018,vehicle_18,长沙市岳麓区,1,郭飞,34,13386489006,2,2020-02-11 19:46:00,0
03ba4c71-2332-4388-95fc-229aaa67cbd7,driver_011,vehicle_11,西安市雁塔区,1,徐辉,65,13469043711,2,2020-02-11 01:47:00,0
636ea258-ec4b-4e1c-bd7e-4942f2d9813d,driver_011,vehicle_11,南京市建邺区,3,徐辉,56,13469043711,2,2020-02-12 14:23:00,1
917426d8-eb1b-476b-9179-9abf0197ae5e,driver_015,vehicle_15,成都市高新区,2,高浩,9,13497744193,2,2020-02-12 20:53:00,0
1e6baee3-9450-4dac-bf61-b5eb30cca388,driver_010,vehicle_10,杭州市滨江区,1,吴建,22,13180510004,2,2020-02-12 23:09:00,1
88275053-55dd-4823-b776-05c469c93943,driver_018,vehicle_18,南京市建邺区,3,郭飞,16,13386489006,2,2020-02-13 00:05:00,1
30971a80-45c4-456d-813f-2f8a85a7c8cd,driver_004,vehicle_4,佛山市南海区,2,刘六,43,13580754881,2,2020-02-13 06:54:00,1
57f2bbf4-5559-45c9-95da-4fe8c2911978,driver_011,vehicle_11,武汉市武昌区,1,徐辉,67,13469043711,2,2020-02-13 14:11:00,0
be9916a9-e16e-4793-93ce-65a0c7defbf1,driver_007,vehicle_7,无锡市梁溪区,2,赵强,97,13571574657,2,2020-02-14 02:49:00,1
024be9d9-3238-406d-b836-f24dfbad67ab,driver_016,vehicle_16,深圳市南山区,1,林宇,66,13543241375,2,2020-02-14 20:15:00,1
27683795-31f5-43c4-a4b6-dea16d0ec8ac,driver_015,vehicle_15,西安市雁塔区,1,高浩,12,13497744193,2,2020-02-14 04:43:00,0
220b210f-23cb-4fda-9e98-e62a0760b919,driver_016,vehicle_16,深圳市南山区,1,林宇,46,13543241375,2,2020-02-15 12:49:00,1
9da47e75-f556-4769-b279-138b8bf32e63,driver_007,vehicle_7,天津市河西区,2,赵强,92,13571574657,2,2020-02-15 11:06:00,0
f2d1cec4-9480-4f30-8957-70381fcc9cba,driver_014,vehicle_14,广州市天河区,3,朱鹏,82,13300565159,2,2020-02-15 11:41:00,1
01d8b3b0-8f05-4a35-85f3-bc1bd8bc9a10,driver_001,vehicle_1,长沙市岳麓区,1,张三,90,13913364664,2,2020-02-16 12:06:00,0
513347ad-0218-4bc0-9f2c-26b82b149b51,driver_016,vehicle_16,宁波市鄞州区,3,林宇,44,13543241375,2,2020-02-16 06:14:00,0
4fed0726-1ad0-430e-8f4e-81dc1722b7c8,driver_001,vehicle_1,长沙市岳麓区,1,张三,6,13913364664,2,2020-02-16 03:35:00,0
1610f53e-7f21-4e26-bae5-8f943a14a2b1,driver_009,vehicle_9,成都市高新区,2,周东,91,13574208209,2,2020-02-17 18:13:00,0
ac32760e-36df-48a6-a725-b65c2ce11ebf,driver_018,vehicle_18,合肥市蜀山区,3,郭飞,51,13386489006,2,2020-02-17 06:21:00,1
c8c8e069-83f4-457d-9a3b-71bd7f24290f,driver_017,vehicle_17,长沙市岳麓区,1,何杰,1,13965814370,2,2020-02-17 20:24:00,0
57931d70-db84-4ae8-9e62-f94bfd6f5144,driver_002,vehicle_2,大连市中山区,2,李四,22,13235766393,2,2020-02-18 09:42:00,0
eb42db12-0891-491c-b173-cf7b071d0b88,driver_002,vehicle_2,佛山市南海区,3,李四,51,13235766393,2,2020-02-18 15:03:00,1
5500e326-c5c3-488a-b677-db02e93bb234,driver_017,vehicle_17,长沙市岳麓区,1,何杰,84,13965814370,2,2020-02-18 23:03:00,0
77f2233b-bb1b-4237-bcfd-39f75b1ba9f5,driver_010,vehicle_10,大连市中山区,1,吴建,52,13180510004,2,2020-02-19 18:43:00,1
4ef9154a-b422-40a7-bb63-500b2afce73e,driver_013,vehicle_13,无锡市梁溪区,2,胡涛,79,13139471381,2,2020-02-19 05:38:00,1
1aaba84d-fab4-447c-af31-e8c41b5ea880,driver_007,vehicle_7,无锡市梁溪区,2,赵强,99,13571574657,2,2020-02-19 02:33:00,1
094d5f18-9530-4f37-bc9a-7c723dfc9659,driver_015,vehicle_15,合肥市蜀山区,1,高浩,43,13497744193,2,2020-02-20 03:16:00,0
848be880-118c-41dd-9afc-4399c5ddcab0,driver_018,vehicle_18,青岛市市南区,3,郭飞,66,13386489006,2,2020-02-20 12:40:00,0
2d102c29-cef0-4816-9140-0a23bc49eb53,driver_016,vehicle_16,佛山市南海区,1,林宇,86,13543241375,2,2020-02-20 11:39:00,0
6b1d07db-525c-4d85-a14e-27772fdf73cc,driver_003,vehicle_3,杭州市滨江区,1,王五,29,13801868241,2,2020-02-21 13:48:00,1
fcbeb271-a3fa-4ec0-bc4e-1a3ad8d8bc3a,driver_011,vehicle_11,武汉市武昌区,1,徐辉,87,13469043711,2,2020-02-21 03:27:00,0
a6baa16b-1bd3-48d5-b0f7-664df7f7ea92,driver_004,vehicle_4,长沙市岳麓区,1,刘六,61,13580754881,2,2020-02-21 00:11:00,0
b5431cb0-3925-4233-be06-d74261975b83,driver_004,vehicle_4,北京市朝阳区,2,刘六,44,13580754881,2,2020-02-22 03:12:00,1
4c63de28-050d-45c0-a1ce-1680a582602b,driver_009,vehicle_9,青岛市市南区,3,周东,48,13574208209,2,2020-02-22 02:35:00,0
393a26e6-89e2-4230-aa4e-e2b3131e3530,driver_006,vehicle_6,佛山市南海区,1,杨飞,10,13982030576,2,2020-02-22 10:27:00,0
d412bcf3-bf5c-4af5-8804-cd000cc20c48,driver_011,vehicle_11,广州市天河区,3,徐辉,99,13469043711,2,2020-02-23 13:22:00,1
473b2b37-faf4-4a73-ba12-217e9888f255,driver_001,vehicle_1,大连市中山区,1,张三,45,13913364664,2,2020-02-23 17:49:00,1
ae9f6637-5839-44ab-a1fa-2c36de3067ea,driver_014,vehicle_14,苏州市工业园区,3,朱鹏,22,13300565159,2,2020-02-23 11:48:00,1
a6887802-687e-45fa-b088-7c00dc97a07c,driver_013,vehicle_13,广州市天河区,3,胡涛,34,13139471381,2,2020-02-24 14:57:00,1
4771937f-d64b-43a6-b7d4-9d1c2905ad94,driver_017,vehicle_17,武汉市武昌区,1,何杰,91,13965814370,2,2020-02-24 05:09:00,0
91ec1760-638e-449f-89b6-62b7e5904d6b,driver_004,vehicle_4,北京市朝阳区,2,刘六,9,13580754881,2,2020-02-24 02:50:00,1
2c965781-bee2-4f15-82e4-d1fa0532acde,driver_002,vehicle_2,合肥市蜀山区,1,李四,65,13235766393,2,2020-02-25 07:49:00,0
ee26d61b-a2cf-4132-818b-39fc3be095f8,driver_001,vehicle_1,大连市中山区,3,张三,79,13913364664,2,2020-02-25 15:41:00,0
39c0829d-fa41-4f5c-82d4-94b99421c2b0,driver_002,vehicle_2,西安市雁塔区,1,李四,78,13235766393,2,2020-02-25 15:56:00,0
15eb81b4-3be3-41f0-9dc0-bffe27037a3e,driver_013,vehicle_13,广州市天河区,3,胡涛,48,13139471381,2,2020-02-26 04:23:00,1
76b2ecbb-3523-4a2c-8ec4-4ec66aee5c90,driver_003,vehicle_3,重庆市渝北区,2,王五,85,13801868241,2,2020-02-26 03:24:00,0
43c48777-331c-4669-b3f2-974c21c1d845,driver_011,vehicle_11,广州市天河区,3,徐辉,92,13469043711,2,2020-02-26 10:48:00,1
fbebda3b-1b28-4b3f-9db7-86742924b06a,driver_006,vehicle_6,佛山市南海区,3,杨飞,14,13982030576,2,2020-02-27 06:38:00,1
7d6ddf81-3738-4090-8c3f-1faa28a8bca1,driver_018,vehicle_18,深圳市南山区,1,郭飞,91,13386489006,2,2020-02-27 11:57:00,1
b54d588b-4329-4172-a6f9-1cb2360d3522,driver_015,vehicle_15,郑州市金水区,3,高浩,90,13497744193,2,2020-02-27 16:50:00,0
a16143fc-792a-4d4c-964a-1dacb8c46b97,driver_003,vehicle_3,青岛市市南区,3,王五,30,13801868241,2,2020-02-28 20:13:00,0
12b6df18-6bf7-48ab-83da-af78fa8b7ba3,driver_011,vehicle_11,长沙市岳麓区,1,徐辉,84,13469043711,2,2020-02-28 07:15:00,0
45fa45ed-df16-4995-ad09-8d9da5ffbb7c,driver_008,vehicle_8,上海市浦东新区,1,黄磊,21,13312047525,2,2020-02-28 08:37:00,1
7933fac1-3cec-4a8a-9862-510d577ed9c7,driver_002,vehicle_2,北京市朝阳区,2,李四,94,13235766393,2,2020-02-29 18:49:00,1
